"Invoice_day","Invoice_Value","Invoice_POS","Country","Country_ID","City","LAT","LNG","Invoice_Type","Invoice_Type_ID","Limit_number","Fraud"
2016-09-30,0.34,"OBR NEG. STANJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-29,28.33,"SAMOPOSTREZBA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-29,4.51,"NAKUP MARENDA DULCIS 4,51 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-28,4.6,"NAKUP MARENDA DULCIS 4,60 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-28,4.2,"NAKUP MARENDA DULCIS 4,20 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-27,4.61,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-27,4.05,"NAKUP MARENDA DULCIS 4,05 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-26,3.6,"NAKUP MARENDA DULCIS 3,60 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-26,4.66,"NAKUP MARENDA DULCIS 4,66 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-26,4.2,"NAKUP MARENDA DULCIS 4,20 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-24,12,"KAV.IN SLASC. ZVEZDA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-24,10.34,"SPAR SLOVENCEVA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-24,50,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-23,12.9,"MK KNJIGARNA CITYPARK","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-23,14.86,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-23,4.8,"NAKUP MARENDA DULCIS 4,80 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-23,9,"FRIZERSKI SALON SIMPLE","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-22,4.45,"NAKUP MARENDA DULCIS 4,45 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-22,10,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-21,24.34,"MOL - NAFTNA DRUZBA, D","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-21,14.4,"SPAR ZELENI DVOR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-21,4.89,"NAKUP MARENDA DULCIS 4,89 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-21,70,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-20,18.9,"V & M CO. D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-20,4.78,"NAKUP MARENDA DULCIS 4,78 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-20,1.4,"NAKUP MARENDA DULCIS 1,40 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-20,10,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-19,4.55,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-19,19.32,"SPAR ZELENI DVOR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-19,3.3,"NAKUP MARENDA DULCIS 3,30 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-19,4.42,"NAKUP MARENDA DULCIS 4,42 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-19,0.24,"NADOMESTILO ZA PLAÈILO TN-DB","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-19,27.49,"10213122209","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-18,4.97,"NAKUP Gorms  24 37,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,13.29,"NAKUP Tommis Burger Joint 99,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,16.11,"NAKUP Arnold Busck Koebenhav 119,95 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,4.03,"NAKUP Coffee First 30,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,4.9,"NAKUP 273 Lagkagehuset 36,50 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,4.83,"NAKUP emmerys 350 36,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,13.16,"NAKUP Svm Lyngby 98,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,1.34,"NAKUP Gebr Heinemann Retail 10,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,4.83,"NAKUP DSB KOBENHAVN AUT 36,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,6.45,"NAKUP DSB S-TOG LY AUT 48,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,10.07,"NAKUP 7-ELEVEN GARDR DSB 75,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-18,11.37,"NAKUP SOESTRENE GRENE OEKONO 84,68 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-17,8.06,"NAKUP Metrostation Kgs Nytor 60,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-17,17.32,"NAKUP FOODSTUFF ApS 129,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-17,6.71,"NAKUP iZ *Madenitaly 50,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-16,2.42,"NAKUP 7Eleven B 047 18,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-16,9.84,"NAKUP FOETEX LYNGBY 73,25 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-16,5.1,"NAKUP Joe  the juice  Lyngby 38,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-15,3.22,"NAKUP 7Eleven B 047 24,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-15,2.7,"LAGARDERE - CULTO","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-15,5.57,"NAKUP Bakery By Hermann 41,50 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-15,8.06,"NAKUP DSB KASTRUP AUT 60,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-15,5.37,"NAKUP FOETEX LYNGBY 40,00 DKK","Denmark",11,"Copenhagen","55.676097","12.568337","Maestro",1,0,0
2016-09-14,3.59,"NAKUP MARENDA DULCIS 3,59 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-14,20,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-13,1.4,"NAKUP MARENDA DULCIS 1,40 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-13,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-13,14.06,"REZERVNI SKLAD 09/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-13,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-13,61.92,"PLAÈILO STANOVANJSKIH STR. 09/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,4.98,"NAKUP MARENDA DULCIS 4,98 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,15,"ZA OTROŠKA ŽIVLJENJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,27.49,"PLAÈILO T-2 SEP2016 16-390-0878693","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,23.3,"PLAÈILO RAÈUN 09/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,12.75,"RTV PRISPEVEK SEPTEMBER 2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,36,"PLAÈILO PARKIRNINE 09/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-12,0.99,"PLAÈILO STORITEV 08/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-11,10,"PROEVENT","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-11,13.74,"NAKUP Hofer Ljubljana - Fil. 13,74 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-10,4.43,"SUPERMARKET PARMOVA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-10,11.7,"PIZZERIA PIAZZA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-09,2.59,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-09,3.56,"NAKUP MARENDA DULCIS 3,56 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-09,12,"RADHA GOVINDA BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-09,403.6,"STROSKI RUBI 09/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-09,20,"RUBI VARÈEVANJE 09/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-08,10.34,"SPAR KAPITELJ","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-08,4.29,"NAKUP MARENDA DULCIS 4,29 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-07,3.96,"NAKUP MARENDA DULCIS 3,96 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-06,8.2,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-06,20.53,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-06,3.7,"NAKUP MARENDA DULCIS 3,70 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-05,7.38,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-05,3.77,"NAKUP MARENDA DULCIS 3,77 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-04,2.96,"SUPERMARKET BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-02,5.1,"NAKUP L.V.R.K.C. Kft. 1580,00 HUF","Hungary",7,"Budapest","47.497912","19.040235","Maestro",1,0,0
2016-09-02,6.06,"NAKUP SPAR PARTNER 1875,00 HUF","Hungary",7,"Budapest","47.497912","19.040235","Maestro",1,0,0
2016-09-02,3.69,"NAKUP MARENDA DULCIS 3,69 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-02,2.2,"TARIFA ZA DVIG GOTOVINE","Hungary",7,"Budapest","47.497912","19.040235","Maestro",1,0,0
2016-09-02,83.53,"BANKOMAT DVIG BUDAPEST 83,53 EUR","Hungary",7,"Budapest","47.497912","19.040235","Maestro",1,0,0
2016-09-02,3.47,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-02,10.26,"BS MARIBOR-AC VZHOD","Slovenija",1,"Maribor","46.554650","15.645881","Maestro",1,0,0
2016-09-02,54.37,"BS MARIBOR-AC VZHOD","Slovenija",1,"Maribor","46.554650","15.645881","Maestro",1,0,0
2016-09-02,30,"BANKOMAT DVIG MARIBOR","Slovenija",1,"Maribor","46.554650","15.645881","Maestro",1,1,0
2016-09-01,5.16,"COKOLADNICA D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-01,9.1,"COKOLADNICA D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-01,7.45,"PE MUELLER RUDNIK","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-01,3.38,"HIPERMARKET RUDNIK","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-01,4.62,"NAKUP MARENDA DULCIS 4,62 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-09-01,20,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-09-01,0.75,"UPORABNINA NLB KLIK AVG. 2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-31,23.96,"NAKUP OMV 3478/ 23,96 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-31,9.6,"HOTEL SANSIMON-PLAZA B","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-31,2.3,"STR VODENJA RAÈ","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-31,0.44,"OBR NEG. STANJA","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-30,52.14,"NAKUP IPERCOOP MONTE DžORO 52,14 EUR","Italy",3,"Monte Doro","45.596379","13.817879","Maestro",1,0,0
2016-08-30,7.4,"ALPE PANON PE KP","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-30,2.7,"CINEPLEXX - PLANET TUS","Slovenija",1,"Koper","45.548059","13.730188","Maestro",1,0,0
2016-08-30,6.66,"CINEPLEXX - PLANET TUS","Slovenija",1,"Koper","45.548059","13.730188","Maestro",1,0,0
2016-08-30,13.6,"HOTEL SANSIMON-PLAZA B","Slovenija",1,"Koper","45.548059","13.730188","Maestro",1,0,0
2016-08-30,3.54,"TUS SM KOPER","Slovenija",1,"Koper","45.548059","13.730188","Maestro",1,0,0
2016-08-29,0.53,"TARIFA ZA DVIG GOTOVINE","Slovenija",1,"Koper","45.548059","13.730188","Maestro",1,0,0
2016-08-29,30,"BANKA KOPER ATM","Slovenija",1,"Koper","45.548059","13.730188","Maestro",1,1,0
2016-08-29,2.2,"TARIFA ZA DVIG GOTOVINE","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-29,4.43,"POSTA SLOVENIJE D.O.O.","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-29,7.02,"SPAR IZOLA","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
